file,species,transcript,good_length,num_early_stops,num_amb_chars,length
ENSG00000002330,gorilla,ENSGGOT00000052616.1,TRUE,0,0,507
ENSG00000002549,human,ENST00000226299.9,TRUE,0,0,1560
ENSG00000002549,gorilla,ENSGGOT00000001119.4,TRUE,0,0,1560
ENSG00000002587,human,ENST00000002596.6,TRUE,0,0,924
ENSG00000002587,gorilla,ENSGGOT00000015678.3,TRUE,0,0,924
ENSG00000002726,human,ENST00000360937.9,TRUE,0,0,2256
ENSG00000002726,gorilla,ENSGGOT00000002429.3,TRUE,0,0,2268
ENSG00000002745,human,ENST00000222462.3,TRUE,0,0,1098
ENSG00000002745,gorilla,ENSGGOT00000016561.3,TRUE,0,0,1098
ENSG00000002822,human,ENST00000265854.12,TRUE,0,0,2157
ENSG00000002822,gorilla,ENSGGOT00000047276.1,TRUE,0,0,2100
ENSG00000002834,human,ENST00000318008.11,TRUE,0,0,786
ENSG00000002834,gorilla,ENSGGOT00000003385.3,TRUE,0,0,786
ENSG00000002933,human,ENST00000004103.8,TRUE,0,0,708
ENSG00000002933,gorilla,ENSGGOT00000048845.1,TRUE,0,0,708
ENSG00000003056,human,ENST00000000412.8,TRUE,0,0,834
ENSG00000003056,gorilla,ENSGGOT00000059917.1,TRUE,0,0,834
ENSG00000003137,human,ENST00000001146.7,TRUE,0,0,1539
ENSG00000003137,gorilla,ENSGGOT00000004600.3,TRUE,0,0,1539
ENSG00000003147,human,ENST00000402384.8,TRUE,0,0,1452
ENSG00000003147,gorilla,ENSGGOT00000022509.2,TRUE,0,0,1539
ENSG00000003249,human,ENST00000002501.11,TRUE,0,0,477
ENSG00000003249,gorilla,ENSGGOT00000001169.3,TRUE,0,0,834
ENSG00000003400,human,ENST00000286186.11,TRUE,0,0,1569
ENSG00000003400,gorilla,ENSGGOT00000012340.3,TRUE,0,0,1572
ENSG00000003402,human,ENST00000309955.8,TRUE,0,0,1443
ENSG00000003402,gorilla,ENSGGOT00000011011.3,TRUE,0,0,1443
ENSG00000003436,human,ENST00000233156.9,TRUE,0,0,915
ENSG00000003436,gorilla,ENSGGOT00000068405.1,TRUE,0,0,915
ENSG00000003509,human,ENST00000002125.9,TRUE,0,0,1326
ENSG00000003509,gorilla,ENSGGOT00000011414.3,TRUE,0,0,1326
ENSG00000003756,human,ENST00000347869.8,TRUE,0,0,2448
ENSG00000003756,gorilla,ENSGGOT00000014554.3,TRUE,0,0,2448
ENSG00000003987,human,ENST00000180173.10,TRUE,0,0,1983
ENSG00000003987,gorilla,ENSGGOT00000010590.3,TRUE,0,0,1983
ENSG00000003989,human,ENST00000494857.6,TRUE,0,0,1977
ENSG00000003989,gorilla,ENSGGOT00000014502.3,TRUE,0,0,2091
ENSG00000004059,human,ENST00000000233.10,TRUE,0,0,543
ENSG00000004059,gorilla,ENSGGOT00000016804.3,TRUE,0,0,543
ENSG00000004139,human,ENST00000585482.6,TRUE,0,0,2175
ENSG00000004139,gorilla,ENSGGOT00000011151.3,TRUE,0,0,2175
ENSG00000004142,human,ENST00000540200.6,TRUE,0,0,1107
ENSG00000004142,gorilla,ENSGGOT00000057044.1,TRUE,0,0,1107
ENSG00000004455,human,ENST00000672715.1,TRUE,0,0,720
ENSG00000004455,gorilla,ENSGGOT00000058969.1,TRUE,0,0,699
ENSG00000004468,human,ENST00000226279.8,TRUE,0,0,903
ENSG00000004468,gorilla,ENSGGOT00000006191.4,TRUE,0,0,903
ENSG00000004478,human,ENST00000001008.6,TRUE,0,0,1380
ENSG00000004478,gorilla,ENSGGOT00000010515.3,TRUE,0,0,1362
ENSG00000004487,human,ENST00000400181.9,TRUE,0,0,2631
ENSG00000004487,gorilla,ENSGGOT00000003686.3,TRUE,0,0,2631
ENSG00000004660,human,ENST00000348335.7,TRUE,0,0,1518
ENSG00000004660,gorilla,ENSGGOT00000052510.1,TRUE,0,0,1599
ENSG00000004700,human,ENST00000444129.7,TRUE,0,0,1950
ENSG00000004700,gorilla,ENSGGOT00000011028.3,TRUE,0,0,1974
ENSG00000004766,human,ENST00000305866.10,TRUE,0,0,2895
ENSG00000004766,gorilla,ENSGGOT00000042394.1,TRUE,0,0,2778
ENSG00000004776,human,ENST00000004982.6,TRUE,0,0,483
ENSG00000004776,gorilla,ENSGGOT00000030984.2,TRUE,0,0,483
ENSG00000004779,human,ENST00000007516.8,TRUE,0,0,471
ENSG00000004779,gorilla,ENSGGOT00000006341.3,TRUE,0,0,471
ENSG00000004799,human,ENST00000005178.6,TRUE,0,0,1236
ENSG00000004799,gorilla,ENSGGOT00000002480.3,TRUE,0,0,1236
ENSG00000004809,human,ENST00000368919.8,TRUE,0,0,1734
ENSG00000004809,gorilla,ENSGGOT00000001782.4,TRUE,0,0,1734
ENSG00000004838,human,ENST00000231749.8,TRUE,0,0,1323
ENSG00000004838,gorilla,ENSGGOT00000007142.3,TRUE,0,0,1323
ENSG00000004864,human,ENST00000265631.10,TRUE,0,0,2028
ENSG00000004864,gorilla,ENSGGOT00000005837.3,TRUE,0,0,2028
ENSG00000004866,human,ENST00000323984.8,TRUE,0,0,1734
ENSG00000004866,gorilla,ENSGGOT00000014465.3,TRUE,0,0,1605
ENSG00000004939,human,ENST00000262418.12,TRUE,0,0,2736
ENSG00000004939,gorilla,ENSGGOT00000010783.3,TRUE,0,0,2766
ENSG00000004948,human,ENST00000426151.7,TRUE,0,0,1425
ENSG00000004948,gorilla,ENSGGOT00000064486.1,TRUE,0,0,1530
ENSG00000004975,human,ENST00000005340.10,TRUE,0,0,2211
ENSG00000004975,gorilla,ENSGGOT00000033070.2,TRUE,0,0,2211
ENSG00000005001,human,ENST00000161006.8,TRUE,0,0,954
ENSG00000005001,gorilla,ENSGGOT00000059530.1,TRUE,0,0,978
ENSG00000005020,human,ENST00000345317.7,TRUE,0,0,1080
ENSG00000005020,gorilla,ENSGGOT00000002160.3,TRUE,0,0,1080
ENSG00000005059,human,ENST00000394650.7,TRUE,0,0,1011
ENSG00000005059,gorilla,ENSGGOT00000043543.1,TRUE,0,0,657
ENSG00000005073,human,ENST00000006015.4,TRUE,0,0,942
ENSG00000005073,gorilla,ENSGGOT00000033915.2,TRUE,0,0,948
ENSG00000005100,human,ENST00000225296.8,TRUE,0,0,2124
ENSG00000005100,gorilla,ENSGGOT00000051381.1,TRUE,0,0,2124
ENSG00000005102,human,ENST00000318579.9,TRUE,0,0,765
ENSG00000005102,gorilla,ENSGGOT00000058634.1,TRUE,0,0,765
ENSG00000005175,human,ENST00000005386.8,TRUE,0,0,1998
ENSG00000005175,gorilla,ENSGGOT00000026642.2,TRUE,0,0,1947
ENSG00000005187,human,ENST00000289416.10,TRUE,0,0,1761
ENSG00000005187,gorilla,ENSGGOT00000008171.3,TRUE,0,0,1485
ENSG00000005189,human,ENST00000261377.11,TRUE,0,0,2325
ENSG00000005189,gorilla,ENSGGOT00000025821.2,TRUE,0,0,2325
ENSG00000005194,human,ENST00000394391.9,TRUE,0,0,939
ENSG00000005194,gorilla,ENSGGOT00000034714.2,TRUE,0,0,939
ENSG00000005206,human,ENST00000613503.5,TRUE,0,0,1779
ENSG00000005206,gorilla,ENSGGOT00000010219.3,TRUE,0,0,1536
ENSG00000005238,human,ENST00000322813.10,TRUE,0,0,1617
ENSG00000005238,gorilla,ENSGGOT00000003234.3,TRUE,0,0,1617
ENSG00000005243,human,ENST00000621465.5,TRUE,0,0,633
ENSG00000005243,gorilla,ENSGGOT00000029683.2,TRUE,0,0,633
ENSG00000005249,human,ENST00000265717.5,TRUE,0,0,1257
ENSG00000005249,gorilla,ENSGGOT00000046221.1,TRUE,0,0,1260
ENSG00000005381,human,ENST00000225275.4,TRUE,0,0,2238
ENSG00000005381,gorilla,ENSGGOT00000053474.1,TRUE,0,0,2244
ENSG00000005421,human,ENST00000222381.8,TRUE,0,0,1068
ENSG00000005421,gorilla,ENSGGOT00000004770.3,TRUE,0,0,1068
ENSG00000005436,human,ENST00000321027.8,TRUE,0,0,2346
ENSG00000005436,gorilla,ENSGGOT00000027740.3,TRUE,0,6,2217
ENSG00000005448,human,ENST00000348227.4,TRUE,0,0,1005
ENSG00000005448,gorilla,ENSGGOT00000014637.3,TRUE,0,0,1005
ENSG00000005469,human,ENST00000331536.8,TRUE,0,0,1839
ENSG00000005469,gorilla,ENSGGOT00000016021.3,TRUE,0,0,1923
ENSG00000005486,human,ENST00000006777.11,TRUE,0,0,1095
ENSG00000005486,gorilla,ENSGGOT00000016990.3,TRUE,0,0,1230
ENSG00000005513,human,ENST00000293894.4,TRUE,0,0,1341
ENSG00000005513,gorilla,ENSGGOT00000028948.2,TRUE,0,0,1341
ENSG00000005801,human,ENST00000399602.9,TRUE,0,0,1890
ENSG00000005801,gorilla,ENSGGOT00000042402.1,TRUE,0,0,1902
ENSG00000005812,human,ENST00000355619.10,TRUE,0,0,1287
ENSG00000005812,gorilla,ENSGGOT00000007033.3,TRUE,0,0,1287
ENSG00000005882,human,ENST00000503176.6,TRUE,0,0,1224
ENSG00000005882,gorilla,ENSGGOT00000015638.3,TRUE,0,0,1224
ENSG00000005981,human,ENST00000325885.6,TRUE,0,0,1281
ENSG00000005981,gorilla,ENSGGOT00000006536.3,TRUE,0,0,1281
ENSG00000006007,human,ENST00000353258.8,TRUE,0,0,996
ENSG00000006007,gorilla,ENSGGOT00000002495.3,TRUE,0,0,996
ENSG00000006015,human,ENST00000358607.11,TRUE,0,0,606
ENSG00000006015,gorilla,ENSGGOT00000028537.2,TRUE,0,0,606
ENSG00000006016,human,ENST00000392386.8,TRUE,0,0,1269
ENSG00000006016,gorilla,ENSGGOT00000011013.3,TRUE,0,0,1152
ENSG00000006025,human,ENST00000007414.8,TRUE,0,0,2529
ENSG00000006025,gorilla,ENSGGOT00000015402.3,TRUE,0,0,2529
ENSG00000006042,human,ENST00000579849.6,TRUE,0,0,681
ENSG00000006042,gorilla,ENSGGOT00000013379.3,TRUE,0,0,681
ENSG00000006047,human,ENST00000007699.10,TRUE,0,0,1095
ENSG00000006047,gorilla,ENSGGOT00000067006.1,TRUE,0,0,1125
ENSG00000006062,human,ENST00000344686.8,TRUE,0,0,2844
ENSG00000006062,gorilla,ENSGGOT00000004567.3,TRUE,0,0,2844
ENSG00000006116,human,ENST00000005284.4,TRUE,0,0,948
ENSG00000006116,gorilla,ENSGGOT00000002794.3,TRUE,0,0,948
ENSG00000006125,human,ENST00000610402.5,TRUE,0,0,2856
ENSG00000006125,gorilla,ENSGGOT00000030067.2,TRUE,0,0,2856
ENSG00000006128,human,ENST00000319273.10,TRUE,0,0,390
ENSG00000006128,gorilla,ENSGGOT00000061262.1,TRUE,0,0,390
ENSG00000006210,human,ENST00000006053.7,TRUE,0,0,1194
ENSG00000006210,gorilla,ENSGGOT00000000582.3,TRUE,0,0,1194
ENSG00000006282,human,ENST00000006658.11,TRUE,0,0,2409
ENSG00000006282,gorilla,ENSGGOT00000003400.3,TRUE,0,0,2409
ENSG00000006377,human,ENST00000518156.3,TRUE,0,0,882
ENSG00000006377,gorilla,ENSGGOT00000031822.2,TRUE,0,0,879
ENSG00000006453,human,ENST00000005260.9,TRUE,0,0,1536
ENSG00000006453,gorilla,ENSGGOT00000053452.1,TRUE,0,0,1509
ENSG00000006459,human,ENST00000397560.7,TRUE,0,0,2826
ENSG00000006459,gorilla,ENSGGOT00000003869.3,TRUE,0,0,2631
ENSG00000006468,human,ENST00000430479.6,TRUE,0,0,1434
ENSG00000006468,gorilla,ENSGGOT00000047214.1,TRUE,0,0,1521
ENSG00000006530,human,ENST00000649286.2,TRUE,0,0,1269
ENSG00000006530,gorilla,ENSGGOT00000026091.2,TRUE,0,0,1269
ENSG00000006534,human,ENST00000342456.11,TRUE,0,0,1407
ENSG00000006534,gorilla,ENSGGOT00000022485.2,TRUE,0,0,1479
ENSG00000006555,human,ENST00000371276.9,TRUE,0,0,1710
ENSG00000006555,gorilla,ENSGGOT00000005458.3,TRUE,0,0,1710
ENSG00000006576,human,ENST00000416283.6,TRUE,0,0,2358
ENSG00000006576,gorilla,ENSGGOT00000007357.3,TRUE,0,0,2358
ENSG00000006611,human,ENST00000005226.12,TRUE,0,0,2700
ENSG00000006611,gorilla,ENSGGOT00000029476.2,TRUE,0,0,2700
ENSG00000006625,human,ENST00000275428.9,TRUE,0,0,567
ENSG00000006625,gorilla,ENSGGOT00000051655.1,TRUE,0,0,585
ENSG00000006634,human,ENST00000265728.6,TRUE,0,0,2025
ENSG00000006634,gorilla,ENSGGOT00000015594.3,TRUE,0,0,1809
ENSG00000006638,human,ENST00000375190.10,TRUE,0,0,1032
ENSG00000006638,gorilla,ENSGGOT00000032403.2,TRUE,0,0,1032
ENSG00000006652,human,ENST00000403825.8,TRUE,0,0,1356
ENSG00000006652,gorilla,ENSGGOT00000030418.2,TRUE,0,0,1356
ENSG00000006659,human,ENST00000392052.8,TRUE,0,0,420
ENSG00000006659,gorilla,ENSGGOT00000004996.3,TRUE,0,0,507
ENSG00000006695,human,ENST00000261643.8,TRUE,0,0,1332
ENSG00000006695,gorilla,ENSGGOT00000012353.3,TRUE,0,0,1197
ENSG00000006704,human,ENST00000424337.7,TRUE,0,0,2835
ENSG00000006704,gorilla,ENSGGOT00000051620.1,TRUE,0,0,2877
ENSG00000006712,human,ENST00000221265.8,TRUE,0,0,1596
ENSG00000006712,gorilla,ENSGGOT00000068667.1,TRUE,0,0,1602
ENSG00000006715,human,ENST00000310301.9,TRUE,0,0,2565
ENSG00000006715,gorilla,ENSGGOT00000006709.3,TRUE,0,0,2490
ENSG00000006740,human,ENST00000379672.10,TRUE,0,0,2457
ENSG00000006740,gorilla,ENSGGOT00000059308.1,TRUE,0,0,2457
ENSG00000006744,human,ENST00000338034.9,TRUE,0,0,2481
ENSG00000006744,gorilla,ENSGGOT00000015914.3,TRUE,0,0,2481
ENSG00000006747,human,ENST00000297029.10,TRUE,0,0,2148
ENSG00000006747,gorilla,ENSGGOT00000015653.3,TRUE,0,0,2148
ENSG00000006831,human,ENST00000357103.5,TRUE,0,0,1161
ENSG00000006831,gorilla,ENSGGOT00000013981.3,TRUE,0,0,1161
ENSG00000006837,human,ENST00000265334.9,TRUE,0,0,1779
ENSG00000006837,gorilla,ENSGGOT00000002243.3,TRUE,0,0,1614
ENSG00000007001,human,ENST00000005756.5,TRUE,0,0,954
ENSG00000007001,gorilla,ENSGGOT00000003441.3,TRUE,0,0,1125
ENSG00000007038,human,ENST00000005995.8,TRUE,0,0,945
ENSG00000007038,gorilla,ENSGGOT00000031670.2,TRUE,0,0,1038
ENSG00000007047,human,ENST00000262891.9,TRUE,0,0,2259
ENSG00000007047,gorilla,ENSGGOT00000008842.3,TRUE,0,65,2208
ENSG00000007062,human,ENST00000447510.7,TRUE,0,0,2598
ENSG00000007062,gorilla,ENSGGOT00000031305.2,TRUE,0,0,2598
ENSG00000007080,human,ENST00000445755.7,TRUE,0,0,672
ENSG00000007080,gorilla,ENSGGOT00000044897.1,TRUE,0,0,672
ENSG00000007129,human,ENST00000401445.4,TRUE,0,0,882
ENSG00000007129,gorilla,ENSGGOT00000010084.3,TRUE,0,0,882
ENSG00000007168,human,ENST00000397195.10,TRUE,0,0,1233
ENSG00000007168,gorilla,ENSGGOT00000005334.3,TRUE,0,0,1242
ENSG00000007216,human,ENST00000314669.10,TRUE,0,0,1779
ENSG00000007216,gorilla,ENSGGOT00000027658.2,TRUE,0,0,1779
ENSG00000007237,human,ENST00000432992.7,TRUE,0,0,1431
ENSG00000007237,gorilla,ENSGGOT00000012992.3,TRUE,0,0,1314
ENSG00000007255,human,ENST00000585934.1,TRUE,0,0,480
ENSG00000007255,gorilla,ENSGGOT00000008723.3,TRUE,0,0,528
ENSG00000007264,human,ENST00000310132.11,TRUE,0,0,1524
ENSG00000007264,gorilla,ENSGGOT00000014750.3,TRUE,0,0,1527
ENSG00000007306,human,ENST00000401731.6,TRUE,0,0,798
ENSG00000007306,gorilla,ENSGGOT00000057546.1,TRUE,0,0,798
ENSG00000007312,human,ENST00000006750.8,TRUE,0,0,690
ENSG00000007312,gorilla,ENSGGOT00000012565.3,TRUE,0,0,693
ENSG00000007341,human,ENST00000358039.9,TRUE,0,0,1728
ENSG00000007341,gorilla,ENSGGOT00000040997.2,TRUE,0,0,1728
ENSG00000007372,human,ENST00000640368.2,TRUE,0,0,1311
ENSG00000007372,gorilla,ENSGGOT00000010287.3,TRUE,0,0,1428
ENSG00000007376,human,ENST00000007264.7,TRUE,0,0,939
ENSG00000007376,gorilla,ENSGGOT00000014048.3,TRUE,0,0,939
ENSG00000007392,human,ENST00000293872.13,TRUE,0,0,1116
ENSG00000007392,gorilla,ENSGGOT00000065860.1,TRUE,0,0,1086
ENSG00000007520,human,ENST00000007390.3,TRUE,0,0,939
ENSG00000007520,gorilla,ENSGGOT00000025322.2,TRUE,0,0,936
ENSG00000007541,human,ENST00000321878.10,TRUE,0,0,1746
ENSG00000007541,gorilla,ENSGGOT00000007916.3,TRUE,0,0,2283
ENSG00000007866,human,ENST00000338863.13,TRUE,0,0,1308
ENSG00000007866,gorilla,ENSGGOT00000001859.3,TRUE,0,0,1308
ENSG00000007908,human,ENST00000333360.12,TRUE,0,0,1833
ENSG00000007908,gorilla,ENSGGOT00000052672.1,TRUE,0,0,1839
ENSG00000007923,human,ENST00000377577.10,TRUE,0,0,1680
ENSG00000007923,gorilla,ENSGGOT00000062962.1,TRUE,0,0,1773
ENSG00000007933,human,ENST00000367755.9,TRUE,0,0,1599
ENSG00000007933,gorilla,ENSGGOT00000016661.3,TRUE,0,0,1599
ENSG00000007944,human,ENST00000356840.8,TRUE,0,0,1338
ENSG00000007944,gorilla,ENSGGOT00000013102.3,TRUE,0,0,1338
ENSG00000007968,human,ENST00000361729.3,TRUE,0,0,1314
ENSG00000007968,gorilla,ENSGGOT00000003050.3,TRUE,0,0,1314
ENSG00000008018,human,ENST00000262193.7,TRUE,0,0,726
ENSG00000008018,gorilla,ENSGGOT00000030476.2,TRUE,0,0,522
ENSG00000008118,human,ENST00000361322.3,TRUE,0,0,1431
ENSG00000008118,gorilla,ENSGGOT00000001229.3,TRUE,0,0,1431
ENSG00000008130,human,ENST00000341426.9,TRUE,0,0,1341
ENSG00000008130,gorilla,ENSGGOT00000000308.3,TRUE,0,0,1776
ENSG00000008196,human,ENST00000393655.4,TRUE,0,0,1383
ENSG00000008196,gorilla,ENSGGOT00000014668.3,TRUE,0,0,1383
ENSG00000008197,human,ENST00000008391.4,TRUE,0,0,1359
ENSG00000008197,gorilla,ENSGGOT00000003525.3,TRUE,0,0,1359
ENSG00000008256,human,ENST00000350796.8,TRUE,0,0,1200
ENSG00000008256,gorilla,ENSGGOT00000043030.1,TRUE,0,0,1200
ENSG00000008277,human,ENST00000413139.2,TRUE,0,0,2895
ENSG00000008277,gorilla,ENSGGOT00000002068.3,TRUE,0,0,2721
ENSG00000008282,human,ENST00000455385.7,TRUE,0,0,726
ENSG00000008282,gorilla,ENSGGOT00000006526.3,TRUE,0,0,666
ENSG00000008311,human,ENST00000417368.7,TRUE,0,0,2781
ENSG00000008311,gorilla,ENSGGOT00000034197.2,TRUE,0,0,2679
ENSG00000008323,human,ENST00000684764.1,TRUE,0,0,2373
ENSG00000008323,gorilla,ENSGGOT00000011940.3,TRUE,0,0,2373
ENSG00000008324,human,ENST00000011691.6,TRUE,0,0,234
ENSG00000008324,gorilla,ENSGGOT00000068362.1,TRUE,0,0,234
ENSG00000008382,human,ENST00000599840.6,TRUE,0,0,1506
ENSG00000008382,gorilla,ENSGGOT00000008228.3,TRUE,0,0,1485
ENSG00000008394,human,ENST00000396210.8,TRUE,0,0,468
ENSG00000008394,gorilla,ENSGGOT00000006734.3,TRUE,0,0,468
ENSG00000008405,human,ENST00000008527.10,TRUE,0,0,1761
ENSG00000008405,gorilla,ENSGGOT00000022077.2,TRUE,0,0,1872
ENSG00000008438,human,ENST00000008938.5,TRUE,0,0,591
ENSG00000008438,gorilla,ENSGGOT00000011168.3,TRUE,0,0,591
ENSG00000008441,human,ENST00000592199.6,TRUE,0,0,1509
ENSG00000008441,gorilla,ENSGGOT00000001843.3,TRUE,0,0,1488
ENSG00000008513,human,ENST00000522652.6,TRUE,0,0,1023
ENSG00000008513,gorilla,ENSGGOT00000063182.1,TRUE,0,0,1026
ENSG00000008516,human,ENST00000336577.9,TRUE,0,0,1689
ENSG00000008516,gorilla,ENSGGOT00000016378.3,TRUE,0,0,540
ENSG00000008517,human,ENST00000525643.7,TRUE,0,0,567
ENSG00000008517,gorilla,ENSGGOT00000045336.1,TRUE,0,0,705
ENSG00000008735,human,ENST00000329492.6,TRUE,0,0,2475
ENSG00000008735,gorilla,ENSGGOT00000007311.3,TRUE,0,0,2544
ENSG00000008838,human,ENST00000394128.7,TRUE,0,0,2970
ENSG00000008838,gorilla,ENSGGOT00000045039.1,TRUE,0,0,3027
ENSG00000008952,human,ENST00000337002.9,TRUE,0,0,1200
ENSG00000008952,gorilla,ENSGGOT00000064995.1,TRUE,0,0,1203
ENSG00000009307,human,ENST00000358528.9,TRUE,0,0,2397
ENSG00000009307,gorilla,ENSGGOT00000068301.1,TRUE,0,0,2535
ENSG00000009709,human,ENST00000420770.7,TRUE,0,0,1518
ENSG00000009709,gorilla,ENSGGOT00000004232.3,TRUE,0,0,1563
ENSG00000009724,human,ENST00000400897.8,TRUE,0,0,2061
ENSG00000009724,gorilla,ENSGGOT00000034388.2,TRUE,0,0,2061
ENSG00000009765,human,ENST00000344419.8,TRUE,0,0,870
ENSG00000009765,gorilla,ENSGGOT00000055180.1,TRUE,0,0,882
ENSG00000009780,human,ENST00000373954.11,TRUE,0,0,924
ENSG00000009780,gorilla,ENSGGOT00000055510.1,TRUE,0,0,924
ENSG00000009790,human,ENST00000367025.8,TRUE,0,0,1656
ENSG00000009790,gorilla,ENSGGOT00000006228.3,TRUE,0,0,1656
ENSG00000009830,human,ENST00000261534.9,TRUE,0,0,2253
ENSG00000009830,gorilla,ENSGGOT00000006233.3,TRUE,0,0,2253
ENSG00000009844,human,ENST00000367630.9,TRUE,0,0,924
ENSG00000009844,gorilla,ENSGGOT00000015579.3,TRUE,0,0,924
ENSG00000009950,human,ENST00000313375.8,TRUE,0,0,2559
ENSG00000009950,gorilla,ENSGGOT00000017022.3,TRUE,0,0,2295
ENSG00000010017,human,ENST00000011619.6,TRUE,0,0,2190
ENSG00000010017,gorilla,ENSGGOT00000033043.2,TRUE,0,0,1167
ENSG00000010030,human,ENST00000340181.9,TRUE,0,0,1026
ENSG00000010030,gorilla,ENSGGOT00000002087.3,TRUE,0,0,1089
ENSG00000010072,human,ENST00000295050.12,TRUE,0,0,1470
ENSG00000010072,gorilla,ENSGGOT00000003157.3,TRUE,0,0,1467
ENSG00000010219,human,ENST00000543431.6,TRUE,0,0,1905
ENSG00000010219,gorilla,ENSGGOT00000011104.3,TRUE,0,0,1905
ENSG00000010244,human,ENST00000394670.9,TRUE,0,0,1485
ENSG00000010244,gorilla,ENSGGOT00000034756.2,TRUE,0,0,1305
ENSG00000010256,human,ENST00000203407.6,TRUE,0,0,1443
ENSG00000010256,gorilla,ENSGGOT00000007228.3,TRUE,0,0,1233
ENSG00000010270,human,ENST00000009041.12,TRUE,0,0,705
ENSG00000010270,gorilla,ENSGGOT00000013516.3,TRUE,0,0,705
ENSG00000010278,human,ENST00000009180.10,TRUE,0,0,687
ENSG00000010278,gorilla,ENSGGOT00000050329.1,FALSE,0,0,619
ENSG00000010282,human,ENST00000441594.6,TRUE,0,0,1515
ENSG00000010282,gorilla,ENSGGOT00000007066.3,TRUE,0,0,1515
ENSG00000010295,human,ENST00000619571.5,TRUE,0,0,1716
ENSG00000010295,gorilla,ENSGGOT00000055293.1,TRUE,0,0,1716
ENSG00000010310,human,ENST00000590918.6,TRUE,0,0,1401
ENSG00000010310,gorilla,ENSGGOT00000016203.3,TRUE,0,0,1401
ENSG00000010318,human,ENST00000327906.8,TRUE,0,0,1146
ENSG00000010318,gorilla,ENSGGOT00000015962.3,TRUE,0,0,1146
ENSG00000010319,human,ENST00000231721.7,TRUE,0,0,2349
ENSG00000010319,gorilla,ENSGGOT00000015971.3,TRUE,0,0,2349
ENSG00000010361,human,ENST00000313777.9,TRUE,0,0,1257
ENSG00000010361,gorilla,ENSGGOT00000010198.3,TRUE,0,0,1257
ENSG00000010379,human,ENST00000343164.9,TRUE,0,0,1809
ENSG00000010379,gorilla,ENSGGOT00000004919.3,TRUE,0,0,1809
ENSG00000010438,human,ENST00000379405.4,TRUE,0,0,744
ENSG00000010438,gorilla,ENSGGOT00000013344.3,TRUE,0,0,909
ENSG00000010539,human,ENST00000414144.7,TRUE,0,0,1188
ENSG00000010539,gorilla,ENSGGOT00000029377.2,TRUE,0,0,1185
ENSG00000010610,human,ENST00000011653.9,TRUE,0,0,1377
ENSG00000010610,gorilla,ENSGGOT00000003246.3,TRUE,0,0,1377
ENSG00000010626,human,ENST00000443597.7,TRUE,0,0,1032
ENSG00000010626,gorilla,ENSGGOT00000048661.1,TRUE,0,0,1074
ENSG00000010704,human,ENST00000357618.10,TRUE,0,0,1047
ENSG00000010704,gorilla,ENSGGOT00000006399.3,TRUE,0,0,1047
ENSG00000010803,human,ENST00000695335.1,TRUE,0,0,2013
ENSG00000010803,gorilla,ENSGGOT00000017248.3,TRUE,0,0,1983
ENSG00000010810,human,ENST00000354650.7,TRUE,0,0,1614
ENSG00000010810,gorilla,ENSGGOT00000008104.3,TRUE,0,0,1614
ENSG00000010932,human,ENST00000617670.6,TRUE,0,0,1599
ENSG00000010932,gorilla,ENSGGOT00000010980.3,TRUE,0,0,1599
ENSG00000011007,human,ENST00000613537.5,TRUE,0,0,2319
ENSG00000011007,gorilla,ENSGGOT00000015068.3,TRUE,0,0,2397
